EmployeeID,EmployeeName,Age,Years_of_Experience,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Total_Expenditure,Savings_Amount,Investments,Class,Expense_Ratio,Savings_Ratio,Investment_Ratio,EMI_Ratio,Disposable_Income,Financial_Cushion,Debt_Burden_Index,Investment_to_Savings_Ratio,Financial_Health
EMP09099,Preeti Mundra,54,24,HR,69937,1994,4196,1273,1789,60685,0,10128,14253,1443,4072,29896,814,559,Low,0.4926423333607975,0.0134135288786355,0.0092115020186207,0.2348685836697701,30789,0.03,0.204,0.686,0
EMP09100,Vaishnavi Thomas,41,25,IT,139227,11179,8354,3279,1651,114764,26120,11545,0,10791,5498,53954,26854,5791,Medium,0.470130005925203,0.233993238297724,0.0504600745878498,0.0,60810,0.5,0.0,0.216,1
EMP09101,Komal Agarwal,53,33,Sales,85000,3500,5100,1314,1548,73538,22106,11876,6184,11241,7023,58430,1795,1573,Low,0.7945551959531126,0.0244091490113954,0.0213903016127716,0.0840925779868911,15108,0.03,0.073,0.876,0
EMP09102,Aditya Narang,26,5,IT,92786,4279,5567,1335,1614,79991,0,7867,26931,5943,1945,42686,19110,3952,Medium,0.5336350339413184,0.2389018764611018,0.049405558125289,0.3366753759797977,37305,0.45,0.29,0.207,1
EMP09103,Saloni Reddy,38,17,Cyber Security,141703,11674,8502,3107,2229,116191,25764,17658,10984,6633,7016,68055,20980,4512,Medium,0.585716621769328,0.1805647597490339,0.0388326118201926,0.0945340000516391,48136,0.31,0.078,0.215,1
EMP09104,Saloni Bhardwaj,59,29,Sales,85000,3500,5100,2138,1138,73124,0,6469,16826,5514,3100,31909,25867,2374,Medium,0.4363683605929653,0.3537415896285761,0.0324654012362562,0.2301022919971555,41215,0.81,0.198,0.092,1
EMP09105,Nandini Jain,31,12,Finance,95248,4525,5715,1370,921,82717,21850,12544,0,4534,5692,44620,17375,3674,Medium,0.5394296214804696,0.2100535561009224,0.0444165044670382,0.0,38097,0.39,0.0,0.211,1
EMP09106,Dev Khurana,26,5,Finance,80554,3055,4833,1253,788,70625,0,9673,0,3816,3015,16504,25311,4464,Medium,0.2336849557522124,0.3583858407079646,0.0632070796460177,0.0,54121,1.53,0.0,0.176,1
EMP09107,Nisha Shukla,36,8,IT,100836,5125,6050,3107,1715,84839,0,13616,29142,5396,4200,52354,15201,3970,Medium,0.6170982684850128,0.1791746720258371,0.0467945166727566,0.3434976838482301,32485,0.29,0.289,0.261,1
EMP09108,Vikram Kumawat,40,8,Sales,58784,1273,3527,1149,1458,51377,0,6193,13741,4130,3688,27752,868,281,Low,0.5401638865640267,0.0168947194269809,0.0054693734550479,0.2674543083480935,23625,0.03,0.234,0.323,0
EMP09109,Monika Mittal,32,8,Sales,57314,1199,3439,731,1033,50912,0,6960,3782,4407,2547,17696,14871,3272,High,0.3475801382778127,0.2920922375864236,0.0642677561282212,0.0742850408548082,33216,0.84,0.066,0.22,2
EMP09110,Mohit Megha Khurana,39,15,Finance,104782,5717,6287,3381,2100,87297,0,11560,24611,5801,4778,46750,11880,15199,Medium,0.5355281395695156,0.1360871507611945,0.1741067848837875,0.2819226319346598,40547,0.25,0.235,1.279,1
EMP09111,Pooja Reddy,30,6,Sales,55075,1087,3304,900,1186,48598,11309,7144,8407,1687,3010,31557,461,381,Low,0.6493477097822956,0.0094859870776575,0.007839828799539,0.1729906580517717,17041,0.01,0.153,0.825,0
EMP09112,Khushi Bedi,49,17,Operations,85704,3570,5142,1500,1025,74467,15161,12755,5560,3777,3490,40743,22235,2200,Medium,0.5471282581546189,0.2985886365772758,0.0295432876307626,0.0746639451032,33724,0.55,0.065,0.099,1
EMP09113,Sonia Sharma,28,2,Product Management,124866,8730,7492,3445,1239,103960,32083,15200,0,10304,9675,67262,6980,5588,Medium,0.6469988457098884,0.0671412081569834,0.0537514428626394,0.0,36698,0.1,0.0,0.8,1
EMP09114,Rohan Lakhotia,60,29,Operations,95000,4500,5700,1759,1296,81745,16740,13253,0,3682,3272,36947,24183,4529,High,0.4519787142944522,0.2958346076212612,0.0554040002446632,0.0,44798,0.65,0.0,0.187,2
EMP09115,Riya George,60,31,Sales,85000,3500,5100,1314,1087,73999,0,13162,19104,10505,5925,48696,3926,3142,Low,0.6580629467965783,0.053054771010419,0.0424600332436924,0.2581656508871741,25303,0.08,0.225,0.8,0
EMP09116,Jyoti Arora,50,26,Finance,126550,8982,7593,3455,1536,104984,0,13560,34014,2089,3756,53419,27899,5640,Medium,0.5088299169397241,0.2657452564200259,0.0537224719957326,0.3239922273870304,51565,0.52,0.269,0.202,1
EMP09117,Rupal Bohra,39,17,Marketing,81783,3178,4907,2075,1513,70110,0,9501,0,10163,5624,25288,6822,6304,Medium,0.3606903437455427,0.0973042362002567,0.0899158465268863,0.0,44822,0.27,0.0,0.924,1
EMP09118,Garima Purohit,53,34,IT,150000,13333,9000,2614,1134,123919,32288,16712,0,9619,5252,63871,2210,2613,Medium,0.5154253988492483,0.0178342304247129,0.0210863547962782,0.0,60048,0.03,0.0,1.182,1
EMP09119,Prateek Khurana,54,31,Customer Support,60000,1333,3600,1516,2225,51326,17196,8204,0,8396,3352,37148,1682,1386,Low,0.7237657327670186,0.0327709153255659,0.0270038576939562,0.0,14178,0.05,0.0,0.824,0
EMP09120,Rashmi Pradhan,28,5,HR,46128,640,2768,1104,2013,39603,9133,5695,0,1289,1641,17758,1185,360,Medium,0.4484003737090624,0.0299219756079084,0.0090902204378456,0.0,21845,0.07,0.0,0.304,1
EMP09121,Megha Fernandes,53,22,HR,65557,1611,3933,2010,1434,56569,0,6691,17923,4710,3013,32337,1259,21,Low,0.57163817638636,0.0222560059396489,0.0003712280577701,0.3168343085435486,24232,0.04,0.273,0.017,0
EMP09122,Dhruv Mishra,58,31,Finance,130000,9500,7800,3423,1989,107288,0,16138,25707,4239,2327,48411,36687,4976,Medium,0.4512247408843486,0.3419487733949742,0.0463798374468719,0.2396074118261129,58877,0.76,0.198,0.136,1
EMP09123,Mayank Shetty,45,24,IT,143205,11974,8592,2633,1582,118424,24441,15083,0,3983,2433,45940,46877,4670,High,0.3879281226778355,0.3958403701952307,0.039434574072823,0.0,72484,1.02,0.0,0.1,2
EMP09124,Varun Bhatia,56,30,HR,70000,2000,4200,1296,1871,60633,12982,9721,0,2376,3753,28832,2448,636,Medium,0.4755166328566952,0.0403740537331156,0.0104893374894859,0.0,31801,0.08,0.0,0.26,1
EMP09125,Saloni Bedi,22,2,HR,44897,578,2694,1030,1606,38989,0,4177,0,3012,2027,9216,12192,3455,High,0.2363743619995383,0.3127035830618892,0.0886147374900613,0.0,29773,1.32,0.0,0.283,2
EMP09126,Palak Pradhan,26,6,Cyber Security,118897,7835,7134,2419,1664,99845,0,13026,17618,7429,6970,45043,3924,1014,Low,0.4511292503380239,0.0393009164204517,0.0101557413991687,0.1764535029295408,54802,0.09,0.148,0.258,0
EMP09127,Shruti Wadhwa,44,21,IT,127862,9179,7672,3778,1577,105656,26903,15486,0,5406,4722,52517,15606,22302,High,0.4970564851972439,0.1477057620958582,0.2110812447944272,0.0,53139,0.3,0.0,1.429,2
EMP09128,Shruti Vaishnavi Das,24,0,Sales,46443,655,2787,922,2423,39656,0,4922,0,5998,2844,13764,2770,3712,Medium,0.3470849304014525,0.0698507161589671,0.0936050030260238,0.0,25892,0.2,0.0,1.34,1
EMP09129,Gaurav Prateek Kohli,45,22,IT,135670,10467,8140,3117,1240,112706,27895,17187,0,4864,2855,52801,41187,3836,High,0.46848437527727,0.3654375099817223,0.034035455077813,0.0,59905,0.78,0.0,0.093,2
EMP09130,Divya Lodha,42,21,Data Science,157491,14832,9449,2300,1229,129681,0,21763,43978,6071,4969,76781,4458,484,Low,0.5920759401917012,0.0343766627339394,0.0037322352542006,0.3391244669612356,52900,0.06,0.279,0.109,0
EMP09131,Pankaj Bajaj,44,28,Cyber Security,180000,20000,10800,3403,2170,143627,0,17981,35216,12186,6096,71479,27465,11138,Medium,0.497671050707736,0.1912244912168325,0.0775480933250711,0.2451906674928808,72148,0.38,0.196,0.406,1
EMP09132,Mansi Mohanty,43,20,Sales,76467,2647,4588,1569,1342,66321,0,9593,21811,1386,2818,35608,16355,3135,Medium,0.5369038464438112,0.2466036398727401,0.0472700954448817,0.328870191945236,30713,0.46,0.285,0.192,1
EMP09133,Muskan Sandhu,25,2,Finance,79803,2980,4788,1683,2425,67927,0,10141,3941,3078,3553,20713,28114,3917,High,0.3049302928143448,0.4138854947222753,0.0576648460847674,0.0580181665611612,47214,1.36,0.049,0.139,2
EMP09134,Abhishek Reddy,27,6,HR,45434,605,2726,986,1649,39468,10493,4872,2612,3860,1985,23822,7819,1454,Medium,0.6035775818384514,0.1981098611533394,0.0368399716225803,0.0661801966149792,15646,0.33,0.057,0.186,1
EMP09135,Ananya Deshmukh,33,12,Customer Support,46051,636,2763,774,1980,39898,0,5767,9976,804,1093,17640,12818,1942,Medium,0.4421274249335806,0.3212692365532107,0.0486741190034588,0.2500375958694671,22258,0.73,0.217,0.151,1
EMP09136,Saloni Iyer,44,23,Product Management,201599,25480,12096,3393,1071,159559,15012,26077,6222,22693,12276,82280,15362,8700,Medium,0.5156713190731955,0.0962778658677981,0.0545252853176567,0.0389949799133862,77279,0.19,0.031,0.566,1
EMP09137,Monika Lakhotia,48,15,IT,122949,8442,7377,3506,2103,101521,0,14563,27037,2254,4744,48598,27734,6182,Medium,0.4786989883866392,0.2731848583051782,0.0608938052225647,0.2663192836949991,52923,0.57,0.22,0.223,1
EMP09138,Rajat Joshi,44,20,Operations,88110,3811,5287,2118,1217,75677,0,14553,0,6527,5090,26170,24275,5134,Medium,0.345811805436262,0.3207711722187719,0.0678409556404191,0.0,49507,0.93,0.0,0.211,1
EMP09139,Ayush Soni,34,7,Cyber Security,121396,8209,7284,3701,1606,100596,8258,12424,0,4809,5337,30828,18486,26210,High,0.3064535369199571,0.1837647620183705,0.2605471390512545,0.0,69768,0.6,0.0,1.418,2
EMP09140,Prachi Mittal,37,18,Finance,112465,6870,6748,2468,2240,94139,0,9337,19892,4564,3463,37256,34014,4625,Medium,0.3957552130360424,0.3613167762563868,0.0491294787495087,0.2113045602778869,56883,0.91,0.177,0.136,1
EMP09141,Trisha Swati Saxena,30,4,Sales,51704,919,3102,1086,1927,44670,12455,5530,1451,6413,3444,29293,2064,1820,Low,0.6557644951869264,0.0462055070517125,0.0407432281173046,0.0324826505484665,15377,0.07,0.028,0.881,0
EMP09142,Jyoti Jain,30,5,IT,89983,3998,5399,2042,633,77911,0,11320,2896,4215,4972,23403,21316,7298,High,0.3003812041945297,0.273594229312934,0.0936709835581625,0.0371706177561576,54508,0.91,0.032,0.342,2
EMP09143,Kartik Dubey,34,7,Data Science,107810,6172,6469,3354,1966,89849,9382,15651,0,3811,6978,35822,164,1238,Medium,0.3986911373526695,0.0018252846442364,0.0137786731071019,0.0,54027,0.0,0.0,7.503,1
EMP09144,Riya Verma,35,5,Operations,64213,1544,3853,1243,1210,56363,0,4555,14364,3881,1314,24114,19501,1949,Medium,0.4278338626403846,0.3459893902027926,0.0345794226709011,0.2548480386068875,32249,0.81,0.224,0.1,1
EMP09145,Nisha Pawar,31,7,Data Science,112377,6857,6743,2671,1137,94969,10963,12890,5689,2409,2568,34519,38241,4752,High,0.3634765028588276,0.4026682391096042,0.0500373806189388,0.0599037580684223,60450,1.11,0.051,0.124,2
EMP09146,Sakshi Fernandes,47,21,Customer Support,54711,1069,3283,1039,1335,47985,0,8457,14933,1558,2844,27792,95,511,Low,0.5791809940606439,0.0019797853495884,0.0106491611962071,0.3112014171095134,20193,0.0,0.273,5.323,0
EMP09147,Amit Jain,38,15,Sales,67065,1706,4024,1695,1747,57893,0,9257,0,8729,4139,22125,4327,3172,Medium,0.3821705560257716,0.0747413331490853,0.0547907346311298,0.0,35768,0.2,0.0,0.733,1
EMP09148,Preeti Bose,33,12,Operations,75043,2504,4503,1517,1949,64570,0,4965,0,3689,2861,11515,34655,3360,High,0.1783335914511383,0.5367043518661917,0.0520365494811832,0.0,53055,3.01,0.0,0.097,2
EMP09149,Aakash Agarwal,56,23,Marketing,85052,3505,5103,1900,2052,72492,0,11277,22174,7751,5109,46311,4185,3889,Low,0.6388429068035093,0.0577305081940076,0.0536472990123048,0.3058820283617502,26181,0.09,0.261,0.929,0
EMP09150,Vidhi Nair,23,1,Finance,71504,2150,4290,1805,1205,62054,15129,6636,1897,3624,2754,30040,22181,2066,Medium,0.4840944983401553,0.3574467399361846,0.0332935830083475,0.0305701485802687,32014,0.74,0.027,0.093,1
EMP09151,Atharv Harsh Purohit,44,17,Cyber Security,148649,13063,8919,2387,1008,123272,12329,17226,7713,7156,5604,50028,20719,22409,High,0.4058342527094555,0.1680754753715361,0.181784995781686,0.0625689532091634,73244,0.41,0.052,1.082,2
EMP09152,Lokesh Chatterjee,48,15,Marketing,73035,2304,4382,1999,1096,63254,0,7553,12821,7634,4137,32145,7504,2480,Medium,0.5081892054257439,0.1186328137350997,0.0392070066715148,0.2026907389256015,31109,0.23,0.176,0.33,1
EMP09153,Vihaan Daga,28,5,Marketing,60201,1343,3612,1532,1794,51920,0,6573,13750,4794,2457,27574,9869,2479,Medium,0.5310862865947612,0.1900808936825886,0.047746533127889,0.2648305084745763,24346,0.36,0.228,0.251,1
EMP09154,Sanya Lokesh Jadhav,36,18,HR,61762,1421,3706,1917,1967,52751,0,6703,3735,2141,2187,14766,21364,3609,High,0.2799188640973631,0.4049970616670774,0.0684157646300544,0.0708043449413281,37985,1.45,0.06,0.169,2
EMP09155,Swati Trivedi,40,16,Sales,67093,1709,4026,1576,1291,58491,0,10684,12357,3510,2822,29373,13792,3676,Medium,0.5021798225368005,0.2357969602161016,0.0628472756492451,0.2112632712725034,29118,0.47,0.184,0.267,1
EMP09156,Prachi Yash Bajaj,40,9,Product Management,156667,14667,9400,3500,2390,126710,0,21147,0,9168,7100,37415,39487,9434,Medium,0.2952805619130297,0.3116328624417962,0.0744534764422697,0.0,89295,1.06,0.0,0.239,1
EMP09157,Shivam Reddy,38,12,Operations,68977,1898,4139,2119,1591,59230,0,9074,12874,9725,3823,35496,4020,3602,Low,0.5992908998818166,0.0678710113118352,0.0608137768022961,0.2173560695593449,23734,0.11,0.187,0.896,0
EMP09158,Sakshi Deshmukh,25,0,Operations,50000,833,3000,1080,1827,43260,0,4843,4405,2186,2701,14135,2776,1231,Medium,0.3267452612112806,0.0641701340730467,0.0284558483587609,0.1018261673601479,29125,0.2,0.088,0.443,1
EMP09159,Sumit Bajaj,52,31,IT,148739,13081,8924,3550,1177,122007,0,17234,0,3289,4181,24704,53341,7084,Medium,0.2024801855631234,0.4371962264460236,0.058062242330358,0.0,97303,2.16,0.0,0.133,1
EMP09160,Preeti Bajaj,35,5,HR,50500,858,3030,993,1415,44204,9593,5348,0,3167,2098,20206,15968,1603,Medium,0.4571079540313094,0.3612342774409555,0.0362636865442041,0.0,23998,0.79,0.0,0.1,1
EMP09161,Prachi Srivastava,34,11,Sales,67351,1735,4041,2190,1874,57511,3005,8795,0,2080,2960,16840,57,1888,Medium,0.2928135487124202,0.0009911147432665,0.0328285023734589,0.0,40671,0.0,0.0,32.552,1
EMP09162,Mayank Sandhu,45,15,IT,124675,8701,7480,3741,1478,103275,24994,14958,0,4658,5303,49913,27022,4344,High,0.4833018639554587,0.2616509319777294,0.0420624546114742,0.0,53362,0.54,0.0,0.161,2
EMP09163,Aditi Nair,28,4,Customer Support,35544,111,2133,1091,1638,30571,7527,3165,0,1855,1391,13938,9320,1123,Medium,0.455922279284289,0.3048640868797226,0.0367341598246704,0.0,16633,0.67,0.0,0.12,1
EMP09164,Saloni Saini,27,3,Customer Support,40439,355,2426,1082,1194,35382,9813,4929,4978,1150,1711,22581,529,233,Low,0.6382058673901984,0.0149511050816799,0.0065852693459951,0.1406930077440506,12801,0.02,0.123,0.44,0
EMP09165,Kunal Sabharwal,36,16,Sales,72640,2264,4358,1402,1650,62966,12243,9148,0,3557,3389,28337,10978,9485,High,0.4500365276498427,0.1743480608582409,0.1506368516342152,0.0,34629,0.39,0.0,0.864,2
EMP09166,Anurag Fernandes,37,17,Operations,81924,3192,4915,1940,1994,69883,23499,11392,0,8415,5000,48306,3010,3068,Low,0.6912410743671565,0.043071991757652,0.0439019504028161,0.0,21577,0.06,0.0,1.019,0
EMP09167,Rohit Naidu,46,18,Cyber Security,147303,12794,8838,3456,1933,120282,0,12794,38431,20660,9896,81781,9387,3180,Low,0.6799105435559768,0.0780416022347483,0.0264378710031426,0.3195074907301176,38501,0.11,0.261,0.339,0
EMP09168,Tanvi Preeti Suri,48,21,IT,130739,9611,7844,3504,1830,107950,0,15221,22715,6864,6643,51443,23916,7392,Medium,0.476544696618805,0.2215470125057897,0.0684761463640574,0.2104214914312181,56507,0.46,0.174,0.309,1
EMP09169,Kunal Sahu,46,23,HR,70000,2000,4200,1649,1921,60230,14758,9426,0,4596,3794,32574,10288,3586,Medium,0.540826830483148,0.1708118877635729,0.0595384359953511,0.0,27656,0.32,0.0,0.349,1
EMP09170,Mayank Srivastava,47,20,IT,132067,9810,7924,3037,1651,109645,0,18563,30660,9383,5001,63607,18269,5163,Low,0.5801176524237311,0.166619544894888,0.0470883305212276,0.2796297140772493,46038,0.29,0.232,0.283,0
EMP09171,Sneha Das,38,8,Sales,56227,1145,3374,992,1868,48848,0,7991,7574,3526,2016,21107,11940,2892,Medium,0.4320954798558795,0.2444317065181788,0.0592040615787749,0.1550524074680642,27741,0.57,0.135,0.242,1
EMP09172,Anjali Deepak Kulkarni,27,5,Cyber Security,110777,6617,6647,3316,1784,92413,5919,10616,0,19409,7145,43089,10809,6695,Medium,0.4662655686970448,0.1169640634975598,0.0724465172648869,0.0,49324,0.25,0.0,0.619,1
EMP09173,Priya Gupta,25,1,Sales,45000,583,2700,1058,1823,38836,0,5222,4434,4300,1926,15882,10520,3041,Medium,0.4089504583376249,0.2708826861674734,0.0783036358018333,0.1141724173447316,22954,0.66,0.099,0.289,1
EMP09174,Bhavna Aditya Jain,47,17,IT,119355,7903,7161,2312,1537,100442,0,15435,34177,7196,5481,62289,17163,4676,Low,0.6201489416777842,0.170874733677147,0.0465542303020648,0.3402660241731546,38153,0.28,0.286,0.272,0
EMP09175,Pooja Shukla,31,5,Sales,53195,993,3192,856,1383,46771,0,7284,14884,2490,3084,27742,8082,2650,Low,0.5931453250946099,0.1727993842338201,0.0566590408586517,0.3182313826944046,19029,0.29,0.28,0.328,0
EMP09176,Parth Kohli,38,10,Customer Support,48673,767,2920,736,1112,43138,0,8061,8789,2683,2764,22297,10419,2554,Medium,0.5168760721405721,0.2415271918030506,0.0592053409986554,0.2037414808289675,20841,0.47,0.181,0.245,1
EMP09177,Rahul Bansal,60,28,Customer Support,60000,1333,3600,1646,2008,51413,10736,6715,0,2785,2271,22507,10324,4467,Medium,0.4377686577324801,0.2008052438099313,0.0868846400715772,0.0,28906,0.46,0.0,0.433,1
EMP09178,Parth Purohit,51,29,Sales,85000,3500,5100,2140,1741,72519,0,12071,22376,2857,5550,42854,1797,1209,Low,0.5909347895034405,0.0247797129028254,0.0166714929880445,0.3085536204305079,29665,0.04,0.263,0.672,0
EMP09179,Jyoti Rawat,33,8,Sales,59351,1301,3561,730,1906,51853,15792,6993,0,11419,3283,37487,1946,2080,Low,0.7229475633039554,0.0375291689969722,0.0401133974890556,0.0,14366,0.05,0.0,1.068,0
EMP09180,Mansi Dubey,34,11,Finance,99335,4934,5960,1233,1062,86146,0,15380,0,7060,4384,26824,24825,7030,High,0.3113783576718594,0.2881735658068859,0.0816056462284958,0.0,59322,0.93,0.0,0.283,2
EMP09181,Saloni Iyer,46,27,Sales,85000,3500,5100,1910,1146,73344,7252,13577,2938,13970,5109,42846,7122,3996,Medium,0.584178664921466,0.097104057591623,0.0544829842931937,0.0400578097731239,30498,0.17,0.035,0.561,1
EMP09182,Aman Avantika Verma,26,4,Sales,53016,984,3181,1060,1979,45812,0,7300,0,5245,3914,16459,4750,4764,Medium,0.359272679647254,0.1036846241159521,0.1039902209028202,0.0,29353,0.29,0.0,1.003,1
EMP09183,Vikram Sahu,25,2,HR,40000,333,2400,992,988,35287,0,5247,0,4246,2405,11898,9099,3253,High,0.3371779975628418,0.2578570011619009,0.0921869243630798,0.0,23389,0.76,0.0,0.357,2
EMP09184,Aisha Lodha,55,37,Marketing,90000,4000,5400,1375,1784,77441,16741,9258,4954,4914,2115,37982,23125,4059,Medium,0.4904637078550122,0.2986144290492116,0.0524140958923567,0.0639712813625857,39459,0.61,0.055,0.176,1
EMP09185,Yash Menon,37,18,Data Science,150746,13483,9045,3560,1186,123472,0,17255,34928,3904,6151,62238,30956,5557,Medium,0.5040656991058702,0.2507127121938577,0.0450061552416742,0.2828819489438901,61234,0.5,0.232,0.18,1
EMP09186,Yash Swain,25,1,Finance,70000,2000,4200,1224,1600,60976,0,5725,0,5603,3321,14649,11788,15290,High,0.2402420624508003,0.1933219627394384,0.2507543951718709,0.0,46327,0.8,0.0,1.297,2
EMP09187,Rishabh Pandey,57,34,IT,150000,13333,9000,2580,972,124115,0,17004,0,5507,5093,27604,61366,6377,Medium,0.2224066390041493,0.4944285541634774,0.0513797687628409,0.0,96511,2.22,0.0,0.104,1
EMP09188,Pooja Malhotra,51,25,IT,137678,10869,8261,2247,1886,114415,31106,20658,0,8808,7400,67972,19984,4181,Medium,0.5940829436699734,0.1746624131451295,0.036542411397107,0.0,46443,0.29,0.0,0.209,1
EMP09189,Nandini Jadhav,30,5,IT,93171,4317,5590,1223,1434,80607,6401,13883,0,4197,5914,30395,1019,845,Medium,0.3770764325678911,0.0126415819966007,0.010482960536926,0.0,50212,0.03,0.0,0.828,1
EMP09190,Tarun Jadhav,24,0,Customer Support,35000,83,2100,860,1591,30366,3185,3732,0,4069,2427,13413,4228,1890,Medium,0.4417111242837384,0.1392346703550023,0.0622406639004149,0.0,16953,0.32,0.0,0.447,1
EMP09191,Ishita Wadhwa,38,10,Customer Support,45882,627,2753,965,1993,39544,13697,6322,0,6479,3824,30322,1057,1072,Low,0.7667914222132308,0.0267297187942545,0.0271090430912401,0.0,9222,0.03,0.0,1.013,0
EMP09192,Gaurav Mohanty,59,34,Customer Support,60000,1333,3600,1632,1220,52215,0,10092,0,4160,3645,17897,15027,4343,High,0.342755913051805,0.2877908646940534,0.0831753327587857,0.0,34318,0.84,0.0,0.289,2
EMP09193,Anjali Kulkarni,56,31,Finance,130000,9500,7800,2972,1158,108570,29569,14523,0,17365,6855,68312,8230,3234,Low,0.6291977526020079,0.0758036289951183,0.0297872340425531,0.0,40258,0.12,0.0,0.393,0
EMP09194,Lakshay Lakhotia,60,33,Marketing,90000,4000,5400,1692,1438,77470,20511,12908,4419,1855,4408,44101,1664,1373,Medium,0.5692655221376016,0.0214792823028269,0.0177229895443397,0.0570414353943461,33369,0.04,0.049,0.825,1
EMP09195,Mohit Chauhan,42,22,Operations,87914,3791,5275,2134,1421,75293,8978,10459,2613,8977,5976,37003,5270,4879,Medium,0.4914533887612394,0.0699932264619553,0.0648001806276812,0.034704421393755,38290,0.14,0.03,0.926,1
EMP09196,Saurabh Jadhav,38,8,IT,98426,4843,5906,1550,1622,84505,22507,15101,0,7196,4129,48933,14092,4904,Medium,0.5790544938169339,0.166759363351281,0.0580320691083367,0.0,35572,0.29,0.0,0.348,1
EMP09197,Preeti Saxena,31,5,Finance,80713,3071,4843,1320,1466,70013,15283,6575,0,5655,2070,29583,11863,15894,High,0.4225358147772556,0.1694399611500721,0.2270149829317412,0.0,40430,0.4,0.0,1.34,2
EMP09198,Rishabh Saini,58,31,Operations,95000,4500,5700,1291,1938,81571,0,11341,22680,3556,3199,40776,9660,13631,Medium,0.4998835370413504,0.118424440058354,0.1671059567738534,0.2780399897022226,40795,0.24,0.239,1.411,1
EMP09199,Varun Joshi,60,32,IT,150000,13333,9000,2804,1950,122913,26446,13795,19371,7329,5808,72749,31483,3943,Medium,0.5918739270866386,0.2561405221579491,0.0320796010186066,0.1575992775377706,50164,0.43,0.129,0.125,1
EMP09200,Rohan Soni,55,37,IT,150000,13333,9000,2906,694,124067,0,18366,30853,5568,4681,59468,14606,20875,Medium,0.4793216568467038,0.1177267121797093,0.1682558617521178,0.2486801486293696,64599,0.25,0.206,1.429,1
EMP09201,Simran Singh,54,25,HR,67380,1738,4043,2123,1013,58463,13467,10332,0,2536,4295,30630,2238,122,Medium,0.5239211124985034,0.0382806219318201,0.0020867899355147,0.0,27833,0.07,0.0,0.054,1
EMP09202,Palak Kavya Solanki,57,28,HR,68606,1861,4116,1490,1788,59351,13182,4870,6642,4180,2396,31270,16007,2921,Medium,0.5268655961988846,0.2697005947667267,0.0492156829708008,0.1119104985594177,28081,0.51,0.097,0.182,1
EMP09203,Vidhi Lodha,54,31,Sales,85000,3500,5100,1259,1943,73198,0,12913,0,8455,6343,27711,8839,5363,Medium,0.3785759173747917,0.1207546654280171,0.073267029153802,0.0,45487,0.32,0.0,0.607,1
EMP09204,Ritika Thomas,43,15,IT,117241,7586,7034,2581,1237,98803,5224,13048,0,6524,4844,29640,17603,21951,High,0.2999908909648492,0.1781626063985911,0.222169367326903,0.0,69163,0.59,0.0,1.247,2
EMP09205,Aman George,57,28,Operations,95000,4500,5700,1928,1405,81467,0,13654,17294,14005,5593,50546,5398,4219,Low,0.6204475431769919,0.0662599580198117,0.0517878404752844,0.212282273804117,30921,0.11,0.182,0.781,0
EMP09206,Shruti Rajat Shukla,58,29,Customer Support,60000,1333,3600,1575,1533,51959,0,7101,0,2741,3103,12945,17405,5004,High,0.2491387440096999,0.3349756538809446,0.0963067033622664,0.0,39014,1.34,0.0,0.287,2
EMP09207,Arjun Yuvraj Behera,36,17,IT,115899,7385,6954,3880,881,96799,0,13876,33752,6913,4570,59111,9497,16364,Medium,0.6106571348877571,0.0981105176706371,0.1690513331749294,0.348681288029835,37688,0.16,0.291,1.723,1
EMP09208,Siddharth Purohit,37,17,Operations,85052,3505,5103,1913,1710,72821,16167,11414,0,2604,3357,33542,3018,174,Medium,0.4606088902926353,0.0414440889303909,0.0023894206341577,0.0,39279,0.09,0.0,0.058,1
EMP09209,Ankit Seth,34,6,Operations,60364,1352,3622,1526,1955,51909,15360,8220,1824,1979,3519,30902,918,355,Medium,0.5953110250630912,0.0176847945442986,0.0068388911364117,0.0351384153037045,21007,0.03,0.03,0.386,1
EMP09210,Harsh Sharma,23,3,Operations,55888,1128,3353,912,1708,48787,11233,6033,0,3658,1531,22455,14768,2776,Medium,0.4602660544817267,0.302703589070859,0.0569004037960932,0.0,26332,0.66,0.0,0.188,1
EMP09211,Ashish Dhruv Malhotra,22,3,Cyber Security,110174,6526,6610,2485,1195,93358,28738,12487,0,20032,6189,67446,2618,3002,Low,0.7224447824503524,0.0280425887444032,0.0321557873990445,0.0,25912,0.04,0.0,1.146,0
EMP09212,Namrata Payal Solanki,41,25,Data Science,170000,17500,10200,3470,1672,137158,44249,19045,0,21808,9350,94452,10108,5453,Medium,0.688636463057204,0.0736960293967541,0.0397570684903541,0.0,42706,0.11,0.0,0.539,1
EMP09213,Parth Pandey,56,35,Finance,130000,9500,7800,2251,1772,108677,24371,16388,0,6496,4953,52208,20927,6146,Medium,0.4803960359597707,0.1925614435437121,0.0565529044784084,0.0,56469,0.4,0.0,0.294,1
EMP09214,Nandini Menon,22,0,Finance,70000,2000,4200,1464,1690,60646,13735,5696,0,4267,2463,26161,21121,3253,High,0.4313722257032615,0.3482669920522376,0.0536391517989644,0.0,34485,0.81,0.0,0.154,2
