EmployeeID,EmployeeName,Age,Years_of_Experience,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Total_Expenditure,Savings_Amount,Investments,Class
EMP07350,Harsh Chopra,22,3,IT,87042,3704,5223,1904,1675,74536,0,10489,0,11803,4798,27090,11448,6657,Medium
EMP07351,Yash Shukla,29,7,Cyber Security,120905,8136,7254,3644,1425,100446,25843,16230,6847,5513,6142,60575,16858,5209,Medium
EMP07352,Ishaan Mathew,29,6,Product Management,141708,11675,8502,2955,2311,116265,0,19369,28972,5898,4505,58744,22428,5906,Medium
EMP07353,Sonali Bhardwaj,29,4,Finance,75479,2548,4529,1605,1774,65023,13512,5819,0,3834,3109,26274,26098,2837,High
EMP07354,Diya Mehta,44,25,Marketing,90000,4000,5400,1566,1022,78012,0,10856,25254,11159,6416,53685,3939,3939,Low
EMP07355,Krishna Mehta,46,16,Customer Support,52750,971,3165,884,1697,46033,11642,6669,0,2928,1715,22954,11243,2570,Medium
EMP07356,Vivek Daga,58,32,Customer Support,60000,1333,3600,1284,1865,51918,0,5650,0,3011,1434,10095,23948,2751,Medium
EMP07357,Rohan Ashish Goel,24,2,Product Management,127518,9128,7651,2808,1409,106522,24528,14364,0,7932,6416,53240,479,1109,Medium
EMP07358,Aakash Singh,28,6,IT,97220,4722,5833,1992,782,83891,25877,15099,0,14168,6246,61390,2493,3625,Low
EMP07359,Divya Chauhan,58,38,HR,70000,2000,4200,1930,2018,59852,0,10145,14360,4861,3694,33060,11481,2881,Medium
EMP07360,Rohan Mohanty,57,28,Operations,95000,4500,5700,1217,1923,81660,24648,13829,0,9784,5562,53823,6743,3233,Medium
EMP07361,Muskan Gupta,58,26,Finance,130000,9500,7800,3896,2004,106800,28955,12383,7032,9750,3817,61937,15540,13537,Medium
EMP07362,Shivam Chopra,32,11,Sales,60489,1358,3629,1624,1514,52364,16384,8810,0,7181,4896,37271,2382,1460,Low
EMP07363,Priya Harsh Mishra,31,5,Finance,86601,3660,5196,1644,2095,74006,17173,6571,0,4041,1740,29525,27191,3737,Medium
EMP07364,Mayank Verma,45,27,Operations,95000,4500,5700,1819,1314,81667,24991,12251,12822,11725,5610,67399,3034,1852,Low
EMP07365,Priya Chopra,55,37,Operations,95000,4500,5700,2101,1121,81578,0,12693,0,2084,2566,17343,33906,5614,High
EMP07366,Bhavna Harsh Chaudhary,28,2,IT,82706,3271,4962,1438,1465,71570,19964,12739,0,4533,4133,41369,14259,3606,Medium
EMP07367,Saurabh Tanvi Trivedi,60,29,Operations,95000,4500,5700,1526,1372,81902,0,12192,23188,2356,2361,40097,25042,2948,Medium
EMP07368,Priya Kapoor,42,26,Data Science,164539,16241,9872,3408,1044,133974,7679,19641,9855,5408,6867,49450,19784,29161,High
EMP07369,Prateek Srivastava,33,5,Operations,59144,1291,3549,798,1220,52286,13831,7569,2654,4694,2682,31430,7776,2265,Medium
EMP07370,Prateek Parmar,28,5,Operations,56722,1169,3403,931,1994,49225,15916,7039,3893,6566,3891,37305,1401,1234,Low
EMP07371,Nandini Mishra,31,5,Operations,58460,1256,3508,1054,1875,50767,0,6108,14105,3401,2148,25762,2010,209,Low
EMP07372,Siddharth Tarun Reddy,32,10,Operations,66850,1685,4011,2065,2027,57062,13103,8226,0,2140,2309,25778,1553,111,Medium
EMP07373,Amit Seth,55,37,HR,70000,2000,4200,1771,1567,60462,6177,10197,4861,4189,3099,28523,15228,3302,High
EMP07374,Parth Soni,41,21,Sales,78259,2826,4696,1450,1986,67301,6500,7190,0,11877,5800,31367,6144,5537,Medium
EMP07375,Rahul Reema George,53,35,Operations,95000,4500,5700,1531,1268,82001,22174,12859,0,5886,5018,45937,13290,5355,Medium
EMP07376,Avantika Shubham Jadhav,49,23,Sales,79618,2962,4777,1964,1089,68826,0,9658,18776,5251,3616,37301,12472,4087,Medium
EMP07377,Shivam Roy,60,28,Data Science,164522,16238,9871,2599,1906,133908,0,15469,44898,7461,6423,74251,17831,25066,Medium
EMP07378,Akash Iyer,56,32,Operations,95000,4500,5700,1382,1253,82165,0,10861,28303,3463,3253,45880,24463,2180,Medium
EMP07379,Simran Lodha,33,9,IT,96086,4609,5765,1998,1196,82518,15267,8458,13648,5436,3403,46212,12473,13003,Medium
EMP07380,Vidhi Ahuja,32,6,Finance,77370,2737,4642,2090,1964,65937,13950,8438,0,5795,3707,31890,16888,3337,Medium
EMP07381,Monika Vihaan Chaudhary,42,25,Sales,83083,3308,4985,1792,992,72006,23547,13368,11032,8096,7547,63590,884,1338,Low
EMP07382,Arjun Shinde,52,30,IT,150000,13333,9000,2838,1283,123546,0,16150,29574,10530,7504,63758,22087,8126,Medium
EMP07383,Yuvraj Khanna,50,18,Operations,79370,2937,4762,1676,1533,68462,0,9532,14537,3412,2304,29785,9283,15232,Medium
EMP07384,Nikhil Bansal,28,3,Sales,54543,1060,3273,970,1759,47481,0,7108,2548,6457,3623,19736,2833,4697,Medium
EMP07385,Mansi Solanki,47,26,Marketing,90000,4000,5400,1637,1909,77054,0,10269,18452,2636,3774,35131,26611,2617,Medium
EMP07386,Riya Bansal,43,17,Cyber Security,148571,13048,8914,2720,1792,122097,27456,15320,6444,11131,5920,66271,25725,5007,Medium
EMP07387,Harsh Pillai,29,2,Data Science,97807,4781,5868,2060,2059,83039,21297,8931,0,7252,3677,41157,16735,3963,Medium
EMP07388,Rashmi Chauhan,57,34,Customer Support,60000,1333,3600,2009,1307,51751,10840,6937,3829,2633,1507,25746,8482,9571,High
EMP07389,Prachi Tayal,39,12,Sales,63828,1525,3830,1849,1219,55405,15992,9841,2692,4606,3768,36899,8544,1909,Medium
EMP07390,Pallavi Sandhu,43,19,Customer Support,59056,1286,3543,1105,1415,51707,10906,6936,0,1349,3528,22719,2721,267,Medium
EMP07391,Rohan Pawar,39,12,Marketing,71598,2160,4296,1498,1982,61662,18067,11148,0,10747,6209,46171,2714,1935,Low
EMP07392,Prachi Chaudhary,35,6,Product Management,145051,12344,8703,3296,2213,118495,0,13163,0,12826,5616,31605,36016,9368,High
EMP07393,Aman Sandhu,45,25,Marketing,90000,4000,5400,1616,2187,76797,21284,13115,0,2103,3335,39837,727,177,Medium
EMP07394,Anurag Sabharwal,22,0,IT,80000,3000,4800,1519,1569,69112,0,7013,0,5129,3043,15185,13917,17721,High
EMP07395,Vivaan Deepak Gupta,59,29,Sales,85000,3500,5100,1794,2065,72541,0,11471,0,5981,4777,22229,22038,6318,High
EMP07396,Megha Solanki,48,20,Sales,75781,2578,4547,1858,1442,65356,17054,11448,0,4587,2931,36020,12568,3683,Medium
EMP07397,Karan Simran D'Souza,26,6,IT,90985,4098,5459,1452,1965,78011,18835,12931,5208,5935,5366,48275,12480,3928,Medium
EMP07398,Megha Verma,40,8,Operations,62001,1433,3720,1313,1227,54308,17557,7801,6380,8808,4357,44903,2179,1437,Low
EMP07399,Neha Pandey,53,22,Sales,81433,3143,4886,1822,1239,70343,0,10045,20455,2532,3063,36095,17898,2546,Medium
EMP07400,Jyoti Narang,38,8,Finance,82484,3248,4949,1301,1186,71800,16979,10797,0,5297,4139,37212,12291,3593,Medium
EMP07401,Sonali Pradhan,41,21,Product Management,186781,21695,11207,3649,1260,148970,34036,21659,0,10441,9582,75718,27316,8899,Medium
EMP07402,Varun Mohit Solanki,24,1,IT,83492,3349,5010,2185,1799,71149,12904,5491,5921,3630,2238,30184,23080,3067,Medium
EMP07403,Abhishek Megha Rawat,50,21,Data Science,153720,14077,9223,2505,1060,126855,0,20393,29928,8195,4892,63408,14954,26362,Medium
EMP07404,Sonali Mayank Roy,52,29,Finance,130000,9500,7800,2536,1416,108748,0,18294,0,2762,2932,23988,51786,7288,Medium
EMP07405,Abhishek Riya Jain,36,15,IT,121978,8297,7319,3528,1911,100923,28645,12864,0,10245,7228,58982,16706,5536,Medium
EMP07406,Saloni Deshmukh,55,28,HR,70000,2000,4200,1309,1493,60998,4616,9960,8090,4808,2671,30145,14239,2993,Medium
EMP07407,Nitin Gupta,36,18,HR,64518,1559,3871,1993,1960,55135,19492,9761,0,6619,5019,40891,2660,1379,Low
EMP07408,Akash Prateek Tayal,56,28,Operations,95000,4500,5700,1629,1348,81823,0,9384,22698,3180,2631,37893,9638,20060,Medium
EMP07409,Rohit Saini,56,36,IT,150000,13333,9000,3578,1924,122165,0,21804,35441,7317,7829,72391,18096,6369,Low
EMP07410,Lokesh Lodha,34,5,Sales,57105,1189,3426,965,2219,49306,16189,7029,0,5445,4574,33237,2439,1844,Low
EMP07411,Simran Khurana,34,10,Sales,60558,1361,3633,1268,1617,52679,17317,9882,0,9268,5040,41507,2779,877,Low
EMP07412,Simran Arora,44,15,Customer Support,49071,787,2944,825,1518,42997,0,6811,13192,2181,2402,24586,1340,837,Low
EMP07413,Aarav Pooja Sahu,30,4,Product Management,137741,10882,8264,2238,2313,114044,0,17958,0,6742,5262,29962,29746,11548,High
EMP07414,Garima Gupta,41,21,IT,129058,9359,7743,2573,1824,107559,39054,18849,0,18210,8558,84671,3794,2162,Low
EMP07415,Hemant Jain,52,25,Customer Support,59385,1303,3563,1126,2037,51356,4216,8175,0,982,2373,15746,2816,809,Medium
EMP07416,Charu Iyer,36,12,Customer Support,46224,645,2773,827,1601,40378,0,6136,0,849,2258,9243,191,1137,Medium
EMP07417,Namrata Srivastava,59,26,HR,70000,2000,4200,1656,1583,60561,14228,9884,0,4282,3650,32044,10754,4062,Medium
EMP07418,Nandini Verma,51,23,Marketing,87349,3735,5241,1829,1819,74725,0,9020,9905,6550,4300,29775,19036,6168,High
EMP07419,Karan Singh,41,20,Cyber Security,158015,14936,9481,2790,882,129926,0,20476,29281,7001,6995,63753,27770,6380,Medium
EMP07420,Diya Somani,26,7,Product Management,152478,13829,9149,2816,1626,125058,26727,10339,0,10106,5192,52364,21208,25123,High
EMP07421,Avantika Porwal,49,15,Sales,69534,1953,4172,2102,1412,59895,0,11236,17649,4508,2689,36082,9035,2739,Low
EMP07422,Divya Kumawat,39,17,Operations,79119,2912,4747,1981,1992,67487,0,11107,22551,1820,4952,40430,689,367,Low
EMP07423,Anurag Saxena,49,15,Sales,73640,2364,4418,2068,1867,62923,0,10119,11997,9605,5154,36875,5576,3099,Medium
EMP07424,Prachi Kulkarni,43,24,Sales,85000,3500,5100,1305,2020,73075,0,10441,19520,9822,5191,44974,6668,3484,Low
EMP07425,Akash Agarwal,44,23,Customer Support,53373,1002,3202,1074,1284,46811,0,7201,10368,901,2512,20982,323,850,Low
EMP07426,Aarav Yadav,44,27,Operations,95000,4500,5700,1575,2346,80879,16456,12481,0,3610,3709,36256,29105,3571,Medium
EMP07427,Tushar Sneha Rawat,54,30,Sales,85000,3500,5100,1775,1387,73238,0,11914,24889,5008,3913,45724,10062,3664,Low
EMP07428,Nisha Parth Khanna,44,26,Finance,121951,8293,7317,3310,1949,101082,0,14303,22558,9316,6363,52540,20950,5324,Medium
EMP07429,Pallavi Rajput,22,0,HR,40993,383,2460,1117,1424,35609,11732,4780,0,7611,3169,27292,1344,906,Low
EMP07430,Parth Pradhan,59,24,Finance,125362,8804,7522,3752,2079,103205,19419,15301,10953,4510,4742,54925,31418,3070,Medium
EMP07431,Ashish Parmar,50,15,Sales,71531,2153,4292,2169,2183,60734,13492,10040,9781,3418,2378,39109,9290,2574,Medium
EMP07432,Anjali Shetty,28,3,Sales,48854,776,2931,963,1937,42247,14082,4769,0,8370,4249,31470,1967,1515,Low
EMP07433,Vaishnavi Krishna Menon,32,10,IT,99485,4948,5969,1419,1360,85789,0,11710,24798,7972,4102,48582,13712,4271,Medium
EMP07434,Lokesh Ishaan Goel,22,2,IT,85400,3540,5124,2153,1574,73009,16533,7307,8494,5637,4393,42364,14509,2774,Medium
EMP07435,Tushar Thomas,25,3,Data Science,99321,4932,5959,1506,1890,85034,0,11974,6917,7206,3521,29618,23001,7636,High
EMP07436,Varun Agarwal,49,17,Sales,69169,1917,4150,2138,1055,59909,0,9922,17808,1138,4243,33111,2444,1156,Low
EMP07437,Priya Dubey,49,25,Marketing,90000,4000,5400,1447,1828,77325,20060,11964,8516,4356,3047,47943,14564,3647,Medium
EMP07438,Ritika Das,60,22,Product Management,192031,23008,11522,3756,1048,152697,0,23126,48615,10838,9731,92310,29534,5074,Medium
EMP07439,Trisha Rathore,34,5,Operations,58852,1276,3531,1182,2160,50703,12456,5688,0,5115,2218,25477,11461,2446,Medium
EMP07440,Aisha Thomas,41,19,IT,123770,8566,7426,2394,1235,104149,22008,16428,0,5817,4546,48799,25292,5834,Medium
EMP07441,Lokesh D'Souza,34,10,Operations,70649,2065,4239,2001,1237,61107,0,10321,18260,2083,3148,33812,1192,405,Low
EMP07442,Jyoti Tayal,33,9,IT,105527,5829,6332,2579,1561,89226,20670,11078,0,8315,4579,44642,15606,4967,Medium
EMP07443,Ayaan Rupal Shukla,33,10,Sales,62834,1475,3770,1233,1922,54434,12049,7578,5566,3848,2972,32013,10435,1922,Medium
EMP07444,Swati More,22,1,HR,43316,499,2599,1038,1428,37752,3299,2986,0,1962,1312,9559,19554,1920,Medium
EMP07445,Tushar Mohit Thomas,30,2,Cyber Security,98831,4883,5930,1275,2053,84690,6423,11787,0,4447,3412,26069,24952,6960,High
EMP07446,Abhishek Porwal,42,19,Sales,75081,2508,4505,2192,1427,64449,14456,6804,9924,3918,1652,36754,18651,2130,Medium
EMP07447,Vivek Roy,56,34,Sales,85000,3500,5100,2112,1896,72392,24942,12045,0,9562,7413,53962,3560,1514,Low
EMP07448,Simran Behera,23,0,Sales,46940,680,2816,740,1575,41129,10233,7007,0,2922,2332,22494,8428,2382,Medium
EMP07449,Priya Mundra,31,12,Marketing,69354,1935,4161,1659,2361,59238,13215,9273,0,2658,2903,28049,18583,2302,High
EMP07450,Rishabh Solanki,37,18,IT,129012,9352,7741,2524,2208,107187,0,16762,33631,8224,7479,66096,20214,4885,Medium
EMP07451,Tushar Chatterjee,60,30,Customer Support,60000,1333,3600,1234,1558,52275,0,7747,0,1625,3330,12702,2188,1341,Medium
EMP07452,Charu Kulkarni,36,16,IT,124402,8660,7464,3646,1282,103350,22396,15990,0,6177,4542,49105,17479,17722,High
EMP07453,Siddharth Goel,29,6,Sales,54312,1049,3259,978,1527,47499,10833,6632,5593,2608,1929,27595,8336,2041,Medium
EMP07454,Preeti Pillai,55,30,Sales,85000,3500,5100,1475,1279,73646,0,10236,19113,13282,7285,49916,5756,2026,Low
EMP07455,Khushi Patel,58,32,Finance,130000,9500,7800,3365,1379,107956,0,19176,32724,18974,9860,80734,5303,2940,Low
EMP07456,Dhruv Fernandes,32,7,Marketing,58263,1246,3496,829,1449,51243,12952,6651,0,3637,1784,25024,6106,11329,Medium
EMP07457,Sumit Menon,24,3,IT,90479,4048,5429,1927,2033,77042,14451,7298,5707,4210,3094,34760,21711,4508,High
EMP07458,Ishita Nagpal,53,26,Marketing,90000,4000,5400,1402,2205,76993,0,9686,23222,16280,5879,55067,2350,2503,Low
EMP07459,Mansi Neha Tiwari,59,28,Marketing,90000,4000,5400,1715,1573,77312,20571,13068,0,4333,3888,41860,17294,3137,Medium
EMP07460,Neha Banerjee,57,33,Operations,95000,4500,5700,1711,2011,81078,0,12473,18131,5438,4110,40152,15929,3969,Medium
EMP07461,Aditi Bagri,41,16,Marketing,77393,2739,4644,2182,1371,66457,21344,6786,0,9113,6232,43475,2406,3468,Low
EMP07462,Ishaan Tomar,22,3,HR,44663,566,2680,716,1383,39318,10810,4297,2328,3680,2350,23465,7166,1532,Medium
EMP07463,Sonali Suri,35,12,Marketing,75115,2512,4507,1340,1542,65214,16813,7978,4856,3514,4631,37792,1040,578,Medium
EMP07464,Shruti Verma,24,0,Sales,45000,583,2700,886,1545,39286,10461,3798,1965,6298,2571,25093,1793,1546,Low
EMP07465,Prateek Reddy,37,8,IT,103389,5508,6203,3499,2366,85813,23366,13881,0,6608,4590,48445,15796,4696,Medium
EMP07466,Riya More,36,15,IT,116072,7411,6964,2338,1432,97927,11196,19137,14129,6711,7147,58320,19741,4965,Medium
EMP07467,Akash Porwal,33,9,Finance,91567,4157,5494,1982,922,79012,17081,12577,0,4990,2745,37393,11833,13655,Medium
EMP07468,Pooja Lakhotia,30,4,IT,89633,3963,5378,1488,1881,76923,18425,7462,0,4616,3154,33657,24878,3872,Medium
EMP07469,Mayank Saini,54,36,Sales,85000,3500,5100,1851,1752,72797,0,12377,0,13804,6936,33117,5984,3911,Medium
EMP07470,Karan D'Souza,38,14,IT,110798,6620,6648,2348,1144,94038,20858,12483,4065,6537,5687,49630,16771,4945,Medium
EMP07471,Jyoti Solanki,39,10,Sales,63019,1484,3781,1963,1896,53895,0,8743,16508,2225,1994,29470,2336,869,Low
EMP07472,Dev Kapoor,34,11,Finance,94748,4475,5685,1470,1235,81883,18407,9345,13174,7901,5177,54004,10851,2561,Medium
EMP07473,Aisha Soni,49,21,Operations,90451,4045,5427,1338,1624,78017,0,11365,16314,9102,5007,41788,5835,3515,Low
EMP07474,Hemant Kunal Shinde,24,0,HR,40000,333,2400,1142,1879,34246,6967,4664,1684,830,788,14933,10397,2117,High
EMP07475,Shruti Banerjee,27,3,Marketing,52973,982,3178,861,1016,46936,12981,8589,0,3328,2290,27188,9238,2606,Medium
EMP07476,Akash Mittal,28,3,HR,45107,589,2706,903,1967,38942,0,4194,11974,2251,1624,20043,10980,1874,Medium
EMP07477,Reema Sahu,36,14,Sales,66016,1634,3961,1722,1957,56742,3844,8273,5346,1293,1452,20208,23044,2629,High
EMP07478,Sakshi Reema Banerjee,25,2,Marketing,50000,833,3000,904,2154,43109,4000,5238,3795,4306,2323,19662,10066,2870,Medium
EMP07479,Yash Patel,43,16,Sales,71355,2136,4281,2175,2233,60530,0,7727,0,3656,3431,14814,3951,768,Medium
EMP07480,Arjun More,43,17,Operations,77170,2717,4630,1974,1615,66234,0,7024,13366,4217,3239,27846,24770,3207,Medium
EMP07481,Vikram Mishra,41,19,Customer Support,56403,1153,3384,885,2025,48956,0,7132,11482,1330,3339,23283,2221,468,Low
EMP07482,Aarav Pradhan,22,1,Sales,46421,654,2785,932,1569,40481,0,5382,12563,4542,2998,25485,7329,1295,Low
EMP07483,Ishaan Trivedi,54,34,Customer Support,60000,1333,3600,1211,1457,52399,0,7902,18023,2119,3732,31776,1275,608,Low
EMP07484,Nandini Dev Soni,59,30,IT,150000,13333,9000,2401,1694,123572,0,19580,25017,8182,6589,59368,14608,23250,Medium
EMP07485,Vaishnavi Chauhan,55,29,Sales,85000,3500,5100,2149,907,73344,0,12357,0,9073,7193,28623,9097,6346,Medium
EMP07486,Sneha Sneha Soni,47,26,Operations,95000,4500,5700,1618,2231,80951,0,11616,24519,3360,5796,45291,2076,167,Low
EMP07487,Manish Kulkarni,28,2,Data Science,100336,5050,6020,3386,1953,83927,22145,14127,11684,6484,3820,58260,11502,2992,Medium
EMP07488,Muskan Tayal,34,10,Sales,65702,1618,3942,1234,1812,57096,0,7884,16674,3214,1985,29757,5759,10500,Medium
EMP07489,Shivam Parmar,31,6,HR,47839,725,2870,804,1466,41974,9986,3737,4499,2977,2052,23251,12426,1199,Medium
EMP07490,Ravi Rajput,57,31,Data Science,170000,17500,10200,2347,1397,138556,0,20445,0,3009,6076,29530,67004,7140,Medium
EMP07491,Vivek Arjun Jindal,34,6,Sales,56765,1172,3406,1174,1430,49583,10711,5534,0,4408,2385,23038,13200,2747,High
EMP07492,Prateek Seth,39,8,Sales,56854,1176,3411,829,1724,49714,0,7846,17213,6418,3963,35440,2097,1374,Low
EMP07493,Komal Chopra,54,37,HR,70000,2000,4200,2172,1992,59636,0,6017,19294,4753,3377,33441,9871,2613,Low
EMP07494,Vivek Goel,49,20,Sales,82551,3255,4953,1612,1423,71308,0,11540,14359,10334,6532,42765,3973,4247,Low
EMP07495,Siddharth Harsh Pawar,48,23,Marketing,89468,3947,5368,1618,1046,77489,17644,9812,0,4581,4245,36282,3844,1546,Medium
EMP07496,Atharv Ghosh,45,22,Customer Support,55434,1105,3326,1020,1337,48646,0,7259,16388,3122,2793,29562,9016,2182,Medium
EMP07497,Ashish Pradhan,36,16,Marketing,79330,2933,4760,1313,1029,69295,7588,11114,8420,5589,3761,36472,16287,3807,Medium
EMP07498,Mayank Bohra,59,34,Cyber Security,180000,20000,10800,2512,1815,144873,0,26162,45787,18482,10030,100461,7160,6842,Low
EMP07499,Pankaj Rashmi George,33,6,HR,47094,688,2826,712,2184,40684,11113,4367,0,3903,2317,21700,9446,1621,Medium
EMP07500,Aisha Kumawat,46,18,HR,64590,1563,3875,1305,2065,55782,0,8383,13708,6658,3841,32590,5435,2667,Low
EMP07501,Palak Tayal,24,3,Sales,51144,891,3069,725,1371,45088,14817,5497,0,9776,3679,33769,1398,1511,Low
EMP07502,Akash Pallavi Bagri,47,25,Data Science,165834,16500,9950,3226,962,135196,0,16251,38873,4581,4953,64658,38115,7470,Medium
EMP07503,Muskan Aman Mittal,25,2,Customer Support,35000,83,2100,941,2329,29547,0,4174,0,2166,1603,7943,10163,2140,High
EMP07504,Ananya Banerjee,39,16,Marketing,82399,3240,4944,1259,1691,71265,18134,12510,0,4581,4296,39521,15490,2483,Medium
EMP07505,Divya Muskan Bhardwaj,51,30,IT,150000,13333,9000,3463,1811,122393,0,14210,42141,6914,6594,69859,11117,19579,Medium
EMP07506,Vihaan Ghosh,28,6,Operations,63128,1490,3788,1964,1070,54816,16185,5315,8981,9396,3773,43650,1835,1667,Low
EMP07507,Vihaan Porwal,47,21,Cyber Security,160257,15385,9615,3398,1271,130588,0,18833,29266,7785,5883,61767,15849,22472,Medium
EMP07508,Hemant Rajput,32,9,Product Management,153642,14062,9219,3131,2303,124927,0,21642,3967,6463,6124,38196,32397,10116,High
EMP07509,Sai Shinde,58,27,Operations,94072,4407,5644,1346,1801,80874,0,10732,16025,2834,3611,33202,16,1119,Medium
EMP07510,Ritika Tomar,36,9,Finance,94799,4480,5688,1465,1408,81758,26215,14523,0,12209,7432,60379,4263,3187,Low
EMP07511,Akash Mishra,34,5,IT,93843,4384,5631,1209,1478,81141,6552,11141,0,16098,5566,39357,5191,6185,Medium
EMP07512,Pankaj Rathore,60,29,Operations,95000,4500,5700,1722,2092,80986,4766,11002,0,3160,3359,22287,17334,22303,High
EMP07513,Nikhil Shinde,24,1,IT,80000,3000,4800,2115,1204,68881,0,9769,6117,7703,5095,28684,17642,4179,High
EMP07514,Preeti Parmar,51,27,Sales,85000,3500,5100,1446,1787,73167,18207,9767,0,4922,2928,35824,16049,3241,Medium
EMP07515,Nikita Saxena,56,37,Customer Support,60000,1333,3600,1408,1995,51664,0,5131,15189,4384,2446,27150,16199,1523,Medium
EMP07516,Reema Bajaj,46,18,Data Science,145635,12460,8738,2464,1202,120771,28519,17619,0,5841,4979,56958,42454,3860,High
EMP07517,Ishita Pawar,22,1,Sales,45000,583,2700,1112,1231,39374,8555,5057,6762,3455,2400,26229,5180,1531,Low
EMP07518,Vivaan Pillai,49,23,Sales,80590,3059,4835,1968,1651,69077,0,11119,20397,4084,3542,39142,13224,3543,Medium
EMP07519,Dhruv Sahu,40,16,Data Science,143970,12127,8638,3133,1827,118245,28709,15500,0,5546,4943,54698,37414,3975,Medium
EMP07520,Gaurav Bose,50,24,Sales,82698,3270,4962,1724,1847,70895,19620,13544,0,4588,4911,42663,11404,2528,Medium
EMP07521,Nisha Shinde,42,22,Operations,93675,4368,5620,2063,1725,79899,0,13061,26256,1834,2959,44110,20790,3630,Medium
EMP07522,Sanya Mehta,59,28,Data Science,170000,17500,10200,2710,1051,138539,0,17988,28363,6627,4111,57089,26490,26803,Medium
EMP07523,Tushar Goel,49,18,Finance,111277,6692,6677,2334,1652,93922,0,13413,30839,3379,4573,52204,22312,3720,Low
EMP07524,Shreya Trivedi,40,18,Marketing,78176,2818,4691,2001,1971,66695,16332,9003,0,1654,2081,29070,21937,3493,High
EMP07525,Arjun Thomas,24,0,Operations,50434,855,3026,795,1179,44579,0,4385,0,3125,1221,8731,23043,3161,High
EMP07526,Dev Kohli,30,5,Customer Support,40510,359,2431,734,1204,35782,3360,5306,5626,1544,918,16754,11293,1854,Medium
EMP07527,Garima Avantika Nagpal,28,2,Sales,50505,859,3030,983,1026,44607,15112,5054,0,7708,4501,32375,2852,1074,Low
EMP07528,Shubham Khandelwal,60,25,Sales,85000,3500,5100,1804,1358,73238,0,12050,21150,13107,7178,53485,3344,2792,Low
EMP07529,Prachi Kunal Sahu,43,22,Sales,83054,3305,4983,1533,1181,72052,0,12162,0,9051,6140,27353,10015,6307,Medium
EMP07530,Rupal Bhardwaj,36,15,IT,116129,7419,6968,3415,2048,96279,24407,15174,5316,5781,6665,57343,14005,4024,Medium
EMP07531,Kunal Thomas,50,25,Finance,128745,9312,7725,2484,1778,107446,0,18039,20932,6678,4936,50585,24805,6297,Medium
EMP07532,Deepak Chaudhary,24,1,Marketing,56900,1178,3414,731,1701,49876,0,5818,0,4254,3385,13457,17766,2948,Medium
EMP07533,Sumit Banerjee,55,28,Operations,95000,4500,5700,1487,973,82340,0,12043,23695,5797,4542,46077,13258,5371,Low
EMP07534,Ishaan Srivastava,29,4,Sales,54164,1042,3250,937,1904,47031,16551,7814,0,6116,4417,34898,2146,1987,Low
EMP07535,Aman Bedi,31,10,HR,48794,773,2928,1193,1818,42082,12583,7988,2158,1856,3542,28127,1059,312,Medium
EMP07536,Parth Mathew,45,28,Sales,85000,3500,5100,2050,1676,72674,0,10963,17862,2906,3260,34991,26373,2614,Medium
EMP07537,Reema Pillai,40,12,Customer Support,46627,665,2798,912,1738,40514,9617,6278,0,964,1261,18120,14812,1581,High
EMP07538,Ayaan Narang,24,0,Sales,48003,733,2880,1075,2436,40879,0,4370,1969,5736,2959,15034,5707,3025,Medium
EMP07539,Ravi Roy,53,33,Sales,85000,3500,5100,1951,1851,72598,19013,9526,0,9895,5106,43540,5312,3237,Low
EMP07540,Aakash Arora,58,22,Marketing,82404,3240,4944,1324,1888,71008,16963,12176,10953,4922,3932,48946,8950,2361,Low
EMP07541,Sonali Yadav,53,33,Data Science,170000,17500,10200,3467,1565,137268,31946,18347,14901,10977,7797,83968,23887,5510,Medium
EMP07542,Varun Kulkarni,50,22,Cyber Security,160561,15446,9634,2797,1531,131153,0,20960,25455,8536,5816,60767,30608,7328,Medium
EMP07543,Shruti Thomas,41,26,IT,142980,11929,8579,2788,2236,117448,0,9990,41089,11419,7189,69687,10881,15553,Low
EMP07544,Vidhi Ishita Chopra,40,13,Data Science,131053,9658,7863,2593,1097,109842,9837,18332,44026,4598,5806,82599,1471,1189,Low
EMP07545,Nisha Suri,42,21,Operations,89157,3916,5349,1474,1501,76917,0,10942,8080,4728,4149,27899,22181,4384,Medium
EMP07546,Gaurav Akash Patel,41,16,IT,122299,8345,7338,2227,1710,102679,26134,13573,0,6006,3998,49711,26437,6341,Medium
EMP07547,Sonia Reddy,31,6,Finance,87334,3733,5240,1731,1116,75514,18064,11560,10204,4345,4777,48950,8948,7435,Medium
EMP07548,Nikhil Sandhu,26,3,Customer Support,35149,91,2109,850,775,31324,6708,3781,4921,3155,1749,20314,4837,1396,Medium
EMP07549,Neha Bose,22,2,Sales,50467,857,3028,701,1129,44752,0,5174,2944,2397,2594,13109,3113,734,Medium
EMP07550,Shubham Joshi,28,6,Customer Support,41647,416,2499,1092,1775,35865,3751,4363,1988,673,1525,12300,14037,2097,Medium
EMP07551,Khushi Khandelwal,46,26,Marketing,90000,4000,5400,1943,1231,77426,0,12926,24052,3054,4604,44636,1568,1327,Low
EMP07552,Divya Bose,33,5,Sales,50059,836,3004,967,981,44271,3737,8482,0,5257,4408,21884,2273,2688,Medium
